Item,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
1,0.011915961116337408,0.00995935156092551,0.49800796812749004,33864
3,0.011915961116337408,0.00995935156092551,0.49800796812749004,216267
4,0.011915961116337408,0.00995935156092551,0.49800796812749004,12998
5,0.011915961116337408,0.00995935156092551,0.49800796812749004,33486
8,0.011915961116337408,0.00995935156092551,0.49800796812749004,15057
1,0.011915961116337408,0.011177069990817285,0.5336748245114777,65668
3,0.011915961116337408,0.011177069990817285,0.5336748245114777,220689
4,0.011915961116337408,0.011177069990817285,0.5336748245114777,12769
5,0.011915961116337408,0.011177069990817285,0.5336748245114777,56728
8,0.011915961116337408,0.011177069990817285,0.5336748245114777,15068
1,0.011915961116337408,0.014657621136405235,0.5067349649022955,85625
3,0.011915961116337408,0.014657621136405235,0.5067349649022955,189927
4,0.011915961116337408,0.014657621136405235,0.5067349649022955,13375
5,0.011915961116337408,0.014657621136405235,0.5067349649022955,119059
8,0.011915961116337408,0.014657621136405235,0.5067349649022955,12742
1,0.011915961116337408,0.03142134999063022,0.5116676152532725,44714
3,0.011915961116337408,0.03142134999063022,0.5116676152532725,236393
4,0.011915961116337408,0.03142134999063022,0.5116676152532725,13952
5,0.011915961116337408,0.03142134999063022,0.5116676152532725,61786
8,0.011915961116337408,0.03142134999063022,0.5116676152532725,11038
1,0.011915961116337408,0.010517079381265802,0.5203946120280781,30914
3,0.011915961116337408,0.010517079381265802,0.5203946120280781,250764
4,0.011915961116337408,0.010517079381265802,0.5203946120280781,14594
5,0.011915961116337408,0.010517079381265802,0.5203946120280781,90465
8,0.011915961116337408,0.010517079381265802,0.5203946120280781,15975
1,0.011915961116337408,0.003523430278421252,0.513185353822804,25827
3,0.011915961116337408,0.003523430278421252,0.513185353822804,270526
4,0.011915961116337408,0.003523430278421252,0.513185353822804,15305
5,0.011915961116337408,0.003523430278421252,0.513185353822804,30286
8,0.011915961116337408,0.003523430278421252,0.513185353822804,14838
1,0.011915961116337408,0.03769045866696308,0.5207740466704609,23374
3,0.011915961116337408,0.03769045866696308,0.5207740466704609,292806
4,0.011915961116337408,0.03769045866696308,0.5207740466704609,16081
5,0.011915961116337408,0.03769045866696308,0.5207740466704609,100000
8,0.011915961116337408,0.03769045866696308,0.5207740466704609,17405
1,0.011915961116337408,0.047256012839921126,0.5253272623790551,25583
3,0.011915961116337408,0.047256012839921126,0.5253272623790551,304291
4,0.011915961116337408,0.047256012839921126,0.5253272623790551,16667
5,0.011915961116337408,0.047256012839921126,0.5253272623790551,206000
8,0.011915961116337408,0.047256012839921126,0.5253272623790551,17639
1,0.011915961116337408,0.04698109152598486,0.515461961677101,33649
3,0.011915961116337408,0.04698109152598486,0.515461961677101,303218
4,0.011915961116337408,0.04698109152598486,0.515461961677101,17778
5,0.011915961116337408,0.04698109152598486,0.515461961677101,60000
8,0.011915961116337408,0.04698109152598486,0.515461961677101,19100
0,0.3007212292254625,0.0001739092793923812,0.7609561752988048,41177
1,0.3007212292254625,0.0001739092793923812,0.7609561752988048,2736
3,0.3007212292254625,0.0001739092793923812,0.7609561752988048,40000
4,0.3007212292254625,0.0001739092793923812,0.7609561752988048,9512
7,0.3007212292254625,0.0001739092793923812,0.7609561752988048,89342
8,0.3007212292254625,0.0001739092793923812,0.7609561752988048,7995
0,0.3007212292254625,0.0002146947576738965,0.7571618288749762,40295
1,0.3007212292254625,0.0002146947576738965,0.7571618288749762,4013
3,0.3007212292254625,0.0002146947576738965,0.7571618288749762,40000
4,0.3007212292254625,0.0002146947576738965,0.7571618288749762,10000
7,0.3007212292254625,0.0002146947576738965,0.7571618288749762,83001
8,0.3007212292254625,0.0002146947576738965,0.7571618288749762,8000
0,0.3007212292254625,6.242897208957274e-05,0.7548852210206791,42295
1,0.3007212292254625,6.242897208957274e-05,0.7548852210206791,3778
3,0.3007212292254625,6.242897208957274e-05,0.7548852210206791,40000
4,0.3007212292254625,6.242897208957274e-05,0.7548852210206791,9106
7,0.3007212292254625,6.242897208957274e-05,0.7548852210206791,90000
8,0.3007212292254625,6.242897208957274e-05,0.7548852210206791,8000
0,0.3007212292254625,0.0004594076273629882,0.7620944792259532,42295
1,0.3007212292254625,0.0004594076273629882,0.7620944792259532,2627
3,0.3007212292254625,0.0004594076273629882,0.7620944792259532,70000
4,0.3007212292254625,0.0004594076273629882,0.7620944792259532,8000
7,0.3007212292254625,0.0004594076273629882,0.7620944792259532,88095
8,0.3007212292254625,0.0004594076273629882,0.7620944792259532,8876
0,0.3007212292254625,6.922655180315862e-05,0.757920698159742,58596
1,0.3007212292254625,6.922655180315862e-05,0.757920698159742,2463
3,0.3007212292254625,6.922655180315862e-05,0.757920698159742,90000
4,0.3007212292254625,6.922655180315862e-05,0.757920698159742,8750
7,0.3007212292254625,6.922655180315862e-05,0.757920698159742,83192
8,0.3007212292254625,6.922655180315862e-05,0.757920698159742,10000
0,0.3007212292254625,0.0009134859522305251,0.7776512995636501,51000
1,0.3007212292254625,0.0009134859522305251,0.7776512995636501,3517
3,0.3007212292254625,0.0009134859522305251,0.7776512995636501,76738
4,0.3007212292254625,0.0009134859522305251,0.7776512995636501,14615
7,0.3007212292254625,0.0009134859522305251,0.7776512995636501,81138
8,0.3007212292254625,0.0009134859522305251,0.7776512995636501,11855
0,0.3007212292254625,0.00010865251414195673,0.7605767406564219,48077
1,0.3007212292254625,0.00010865251414195673,0.7605767406564219,6993
3,0.3007212292254625,0.00010865251414195673,0.7605767406564219,70000
4,0.3007212292254625,0.00010865251414195673,0.7605767406564219,17500
7,0.3007212292254625,0.00010865251414195673,0.7605767406564219,85455
8,0.3007212292254625,0.00010865251414195673,0.7605767406564219,13738
0,0.3007212292254625,0.00010865251414195673,0.7586795674445076,44205
1,0.3007212292254625,0.00010865251414195673,0.7586795674445076,5959
3,0.3007212292254625,0.00010865251414195673,0.7586795674445076,68571
4,0.3007212292254625,0.00010865251414195673,0.7586795674445076,20000
7,0.3007212292254625,0.00010865251414195673,0.7586795674445076,78098
8,0.3007212292254625,0.00010865251414195673,0.7586795674445076,15509
0,0.3007212292254625,0.00010865251414195673,0.7928286852589641,55728
1,0.3007212292254625,0.00010865251414195673,0.7928286852589641,7396
3,0.3007212292254625,0.00010865251414195673,0.7928286852589641,62724
4,0.3007212292254625,0.00010865251414195673,0.7928286852589641,20000
7,0.3007212292254625,0.00010865251414195673,0.7928286852589641,76256
8,0.3007212292254625,0.00010865251414195673,0.7928286852589641,17143
0,0.3007212292254625,0.00010865251414195673,0.770442041358376,59821
1,0.3007212292254625,0.00010865251414195673,0.770442041358376,6361
3,0.3007212292254625,0.00010865251414195673,0.770442041358376,54597
4,0.3007212292254625,0.00010865251414195673,0.770442041358376,14235
7,0.3007212292254625,0.00010865251414195673,0.770442041358376,82865
8,0.3007212292254625,0.00010865251414195673,0.770442041358376,17391
0,0.3007212292254625,0.00010865251414195673,0.7719597799279073,82992
1,0.3007212292254625,0.00010865251414195673,0.7719597799279073,5745
3,0.3007212292254625,0.00010865251414195673,0.7719597799279073,29885
4,0.3007212292254625,0.00010865251414195673,0.7719597799279073,13454
5,0.3007212292254625,0.00010865251414195673,0.7719597799279073,3333
6,0.3007212292254625,0.00010865251414195673,0.7719597799279073,2333
7,0.3007212292254625,0.00010865251414195673,0.7719597799279073,34938
8,0.3007212292254625,0.00010865251414195673,0.7719597799279073,17023
0,0.3007212292254625,0.00010865251414195673,0.7727186492126731,94072
1,0.3007212292254625,0.00010865251414195673,0.7727186492126731,5754
3,0.3007212292254625,0.00010865251414195673,0.7727186492126731,42552
4,0.3007212292254625,0.00010865251414195673,0.7727186492126731,13701
5,0.3007212292254625,0.00010865251414195673,0.7727186492126731,3571
6,0.3007212292254625,0.00010865251414195673,0.7727186492126731,2500
7,0.3007212292254625,0.00010865251414195673,0.7727186492126731,44458
8,0.3007212292254625,0.00010865251414195673,0.7727186492126731,16667
0,0.3007212292254625,0.00010865251414195673,0.7863782963384556,110071
1,0.3007212292254625,0.00010865251414195673,0.7863782963384556,6706
3,0.3007212292254625,0.00010865251414195673,0.7863782963384556,42754
4,0.3007212292254625,0.00010865251414195673,0.7863782963384556,13198
5,0.3007212292254625,0.00010865251414195673,0.7863782963384556,3400
6,0.3007212292254625,0.00010865251414195673,0.7863782963384556,2857
7,0.3007212292254625,0.00010865251414195673,0.7863782963384556,42190
8,0.3007212292254625,0.00010865251414195673,0.7863782963384556,15455
0,0.3007212292254625,0.00010865251414195673,0.7647505217226331,125605
1,0.3007212292254625,0.00010865251414195673,0.7647505217226331,5404
3,0.3007212292254625,0.00010865251414195673,0.7647505217226331,20150
4,0.3007212292254625,0.00010865251414195673,0.7647505217226331,11584
5,0.3007212292254625,0.00010865251414195673,0.7647505217226331,3333
6,0.3007212292254625,0.00010865251414195673,0.7647505217226331,3600
7,0.3007212292254625,0.00010865251414195673,0.7647505217226331,45360
8,0.3007212292254625,0.00010865251414195673,0.7647505217226331,12442
0,0.3007212292254625,0.00010865251414195673,0.7719597799279073,117628
1,0.3007212292254625,0.00010865251414195673,0.7719597799279073,6736
3,0.3007212292254625,0.00010865251414195673,0.7719597799279073,23646
4,0.3007212292254625,0.00010865251414195673,0.7719597799279073,6977
5,0.3007212292254625,0.00010865251414195673,0.7719597799279073,3333
6,0.3007212292254625,0.00010865251414195673,0.7719597799279073,3793
7,0.3007212292254625,0.00010865251414195673,0.7719597799279073,46159
8,0.3007212292254625,0.00010865251414195673,0.7719597799279073,10946
0,0.3007212292254625,0.00010865251414195673,0.7617150445835704,117201
1,0.3007212292254625,0.00010865251414195673,0.7617150445835704,4687
3,0.3007212292254625,0.00010865251414195673,0.7617150445835704,52148
4,0.3007212292254625,0.00010865251414195673,0.7617150445835704,4947
5,0.3007212292254625,0.00010865251414195673,0.7617150445835704,4091
6,0.3007212292254625,0.00010865251414195673,0.7617150445835704,4286
7,0.3007212292254625,0.00010865251414195673,0.7617150445835704,44240
8,0.3007212292254625,0.00010865251414195673,0.7617150445835704,10000
0,0.3007212292254625,0.00010865251414195673,0.7655093910073989,115387
1,0.3007212292254625,0.00010865251414195673,0.7655093910073989,5091
3,0.3007212292254625,0.00010865251414195673,0.7655093910073989,62138
4,0.3007212292254625,0.00010865251414195673,0.7655093910073989,5143
5,0.3007212292254625,0.00010865251414195673,0.7655093910073989,4031
6,0.3007212292254625,0.00010865251414195673,0.7655093910073989,6883
7,0.3007212292254625,0.00010865251414195673,0.7655093910073989,58855
8,0.3007212292254625,0.00010865251414195673,0.7655093910073989,10000
0,0.3007212292254625,0.00010865251414195673,0.7666476949345474,148084
1,0.3007212292254625,0.00010865251414195673,0.7666476949345474,7946
3,0.3007212292254625,0.00010865251414195673,0.7666476949345474,85085
4,0.3007212292254625,0.00010865251414195673,0.7666476949345474,5084
5,0.3007212292254625,0.00010865251414195673,0.7666476949345474,929
6,0.3007212292254625,0.00010865251414195673,0.7666476949345474,8575
7,0.3007212292254625,0.00010865251414195673,0.7666476949345474,65437
8,0.3007212292254625,0.00010865251414195673,0.7666476949345474,10000
0,0.3007212292254625,0.00010865251414195673,0.7689243027888445,151759
1,0.3007212292254625,0.00010865251414195673,0.7689243027888445,6614
3,0.3007212292254625,0.00010865251414195673,0.7689243027888445,86509
4,0.3007212292254625,0.00010865251414195673,0.7689243027888445,6028
5,0.3007212292254625,0.00010865251414195673,0.7689243027888445,2480
6,0.3007212292254625,0.00010865251414195673,0.7689243027888445,4449
7,0.3007212292254625,0.00010865251414195673,0.7689243027888445,66475
8,0.3007212292254625,0.00010865251414195673,0.7689243027888445,10000
0,0.3007212292254625,0.00010865251414195673,0.773098083855056,155782
1,0.3007212292254625,0.00010865251414195673,0.773098083855056,7200
3,0.3007212292254625,0.00010865251414195673,0.773098083855056,87425
4,0.3007212292254625,0.00010865251414195673,0.773098083855056,7403
5,0.3007212292254625,0.00010865251414195673,0.773098083855056,2814
6,0.3007212292254625,0.00010865251414195673,0.773098083855056,4446
7,0.3007212292254625,0.00010865251414195673,0.773098083855056,63001
8,0.3007212292254625,0.00010865251414195673,0.773098083855056,10526
0,0.3007212292254625,0.00010865251414195673,0.7620944792259532,133649
1,0.3007212292254625,0.00010865251414195673,0.7620944792259532,7376
3,0.3007212292254625,0.00010865251414195673,0.7620944792259532,81366
4,0.3007212292254625,0.00010865251414195673,0.7620944792259532,8914
5,0.3007212292254625,0.00010865251414195673,0.7620944792259532,3320
6,0.3007212292254625,0.00010865251414195673,0.7620944792259532,5294
7,0.3007212292254625,0.00010865251414195673,0.7620944792259532,65512
8,0.3007212292254625,0.00010865251414195673,0.7620944792259532,10959
0,0.3007212292254625,0.00010865251414195673,0.7655093910073989,100073
1,0.3007212292254625,0.00010865251414195673,0.7655093910073989,7770
3,0.3007212292254625,0.00010865251414195673,0.7655093910073989,69381
4,0.3007212292254625,0.00010865251414195673,0.7655093910073989,7703
5,0.3007212292254625,0.00010865251414195673,0.7655093910073989,998
6,0.3007212292254625,0.00010865251414195673,0.7655093910073989,1641
7,0.3007212292254625,0.00010865251414195673,0.7655093910073989,52954
8,0.3007212292254625,0.00010865251414195673,0.7655093910073989,11258
0,0.3007212292254625,0.00010865251414195673,0.7772718649212673,140517
1,0.3007212292254625,0.00010865251414195673,0.7772718649212673,9467
3,0.3007212292254625,0.00010865251414195673,0.7772718649212673,63303
4,0.3007212292254625,0.00010865251414195673,0.7772718649212673,12744
5,0.3007212292254625,0.00010865251414195673,0.7772718649212673,2415
6,0.3007212292254625,0.00010865251414195673,0.7772718649212673,4405
7,0.3007212292254625,0.00010865251414195673,0.7772718649212673,73409
8,0.3007212292254625,0.00010865251414195673,0.7772718649212673,9022
0,0.16933207902163686,0.07111888923414551,0.5082527034718269,100000
0,0.16933207902163686,0.07111888923414551,0.5162208309618668,100000
1,0.16933207902163686,0.07111888923414551,0.5082527034718269,34608
1,0.16933207902163686,0.07111888923414551,0.5162208309618668,34608
3,0.16933207902163686,0.07111888923414551,0.5082527034718269,202747
3,0.16933207902163686,0.07111888923414551,0.5162208309618668,202747
4,0.16933207902163686,0.07111888923414551,0.5082527034718269,36709
4,0.16933207902163686,0.07111888923414551,0.5162208309618668,36709
5,0.16933207902163686,0.07111888923414551,0.5082527034718269,28116
5,0.16933207902163686,0.07111888923414551,0.5162208309618668,28116
6,0.16933207902163686,0.07111888923414551,0.5082527034718269,21566
6,0.16933207902163686,0.07111888923414551,0.5162208309618668,21566
7,0.16933207902163686,0.07111888923414551,0.5082527034718269,131864
7,0.16933207902163686,0.07111888923414551,0.5162208309618668,131864
8,0.16933207902163686,0.07111888923414551,0.5082527034718269,18947
8,0.16933207902163686,0.07111888923414551,0.5162208309618668,18947
0,0.16933207902163686,0.07111888923414551,0.5150825270347182,100000
0,0.16933207902163686,0.07111888923414551,0.5234300891671408,100000
1,0.16933207902163686,0.07111888923414551,0.5150825270347182,40444
1,0.16933207902163686,0.07111888923414551,0.5234300891671408,40444
3,0.16933207902163686,0.07111888923414551,0.5150825270347182,205692
3,0.16933207902163686,0.07111888923414551,0.5234300891671408,205692
4,0.16933207902163686,0.07111888923414551,0.5150825270347182,40294
4,0.16933207902163686,0.07111888923414551,0.5234300891671408,40294
5,0.16933207902163686,0.07111888923414551,0.5150825270347182,33320
5,0.16933207902163686,0.07111888923414551,0.5234300891671408,33320
6,0.16933207902163686,0.07111888923414551,0.5150825270347182,22750
6,0.16933207902163686,0.07111888923414551,0.5234300891671408,22750
7,0.16933207902163686,0.07111888923414551,0.5150825270347182,131364
7,0.16933207902163686,0.07111888923414551,0.5234300891671408,131364
8,0.16933207902163686,0.07111888923414551,0.5150825270347182,18972
8,0.16933207902163686,0.07111888923414551,0.5234300891671408,18972
0,0.16933207902163686,0.07111888923414551,0.49421362170366145,100000
0,0.16933207902163686,0.07111888923414551,0.5101498766837412,100000
1,0.16933207902163686,0.07111888923414551,0.49421362170366145,45237
1,0.16933207902163686,0.07111888923414551,0.5101498766837412,45237
3,0.16933207902163686,0.07111888923414551,0.49421362170366145,199039
3,0.16933207902163686,0.07111888923414551,0.5101498766837412,199039
4,0.16933207902163686,0.07111888923414551,0.49421362170366145,52075
4,0.16933207902163686,0.07111888923414551,0.5101498766837412,52075
5,0.16933207902163686,0.07111888923414551,0.49421362170366145,36217
5,0.16933207902163686,0.07111888923414551,0.5101498766837412,36217
6,0.16933207902163686,0.07111888923414551,0.49421362170366145,22915
6,0.16933207902163686,0.07111888923414551,0.5101498766837412,22915
7,0.16933207902163686,0.07111888923414551,0.49421362170366145,127273
7,0.16933207902163686,0.07111888923414551,0.5101498766837412,127273
8,0.16933207902163686,0.07111888923414551,0.49421362170366145,21809
8,0.16933207902163686,0.07111888923414551,0.5101498766837412,21809
0,0.16933207902163686,0.07111888923414551,0.502940618478467,100000
0,0.16933207902163686,0.07111888923414551,0.5109087459685069,100000
1,0.16933207902163686,0.07111888923414551,0.502940618478467,43552
1,0.16933207902163686,0.07111888923414551,0.5109087459685069,43552
3,0.16933207902163686,0.07111888923414551,0.502940618478467,210314
3,0.16933207902163686,0.07111888923414551,0.5109087459685069,210314
4,0.16933207902163686,0.07111888923414551,0.502940618478467,43559
4,0.16933207902163686,0.07111888923414551,0.5109087459685069,43559
5,0.16933207902163686,0.07111888923414551,0.502940618478467,39529
5,0.16933207902163686,0.07111888923414551,0.5109087459685069,39529
6,0.16933207902163686,0.07111888923414551,0.502940618478467,21589
6,0.16933207902163686,0.07111888923414551,0.5109087459685069,21589
7,0.16933207902163686,0.07111888923414551,0.502940618478467,122955
7,0.16933207902163686,0.07111888923414551,0.5109087459685069,122955
8,0.16933207902163686,0.07111888923414551,0.502940618478467,23272
8,0.16933207902163686,0.07111888923414551,0.5109087459685069,23272
0,0.16933207902163686,0.08210105901941486,0.5351925630810093,100000
0,0.16933207902163686,0.08210105901941486,0.540504648074369,100000
1,0.16933207902163686,0.08210105901941486,0.5351925630810093,42371
1,0.16933207902163686,0.08210105901941486,0.540504648074369,42371
3,0.16933207902163686,0.08210105901941486,0.5351925630810093,230166
3,0.16933207902163686,0.08210105901941486,0.540504648074369,230166
4,0.16933207902163686,0.08210105901941486,0.5351925630810093,42989
4,0.16933207902163686,0.08210105901941486,0.540504648074369,42989
5,0.16933207902163686,0.08210105901941486,0.5351925630810093,35065
5,0.16933207902163686,0.08210105901941486,0.540504648074369,35065
6,0.16933207902163686,0.08210105901941486,0.5351925630810093,20386
6,0.16933207902163686,0.08210105901941486,0.540504648074369,20386
7,0.16933207902163686,0.08210105901941486,0.5351925630810093,176667
7,0.16933207902163686,0.08210105901941486,0.540504648074369,176667
8,0.16933207902163686,0.08210105901941486,0.5351925630810093,20237
8,0.16933207902163686,0.08210105901941486,0.540504648074369,20237
0,0.16933207902163686,0.10289349584733136,0.5188768734585466,100000
0,0.16933207902163686,0.10289349584733136,0.5143236577499526,100000
1,0.16933207902163686,0.10289349584733136,0.5188768734585466,45223
1,0.16933207902163686,0.10289349584733136,0.5143236577499526,45223
3,0.16933207902163686,0.10289349584733136,0.5188768734585466,274272
3,0.16933207902163686,0.10289349584733136,0.5143236577499526,274272
4,0.16933207902163686,0.10289349584733136,0.5188768734585466,50306
4,0.16933207902163686,0.10289349584733136,0.5143236577499526,50306
5,0.16933207902163686,0.10289349584733136,0.5188768734585466,34588
5,0.16933207902163686,0.10289349584733136,0.5143236577499526,34588
6,0.16933207902163686,0.10289349584733136,0.5188768734585466,20446
6,0.16933207902163686,0.10289349584733136,0.5143236577499526,20446
7,0.16933207902163686,0.10289349584733136,0.5188768734585466,168000
7,0.16933207902163686,0.10289349584733136,0.5143236577499526,168000
8,0.16933207902163686,0.10289349584733136,0.5188768734585466,21675
8,0.16933207902163686,0.10289349584733136,0.5143236577499526,21675
0,0.16933207902163686,0.14844543702401305,0.5150825270347182,100000
0,0.16933207902163686,0.14844543702401305,0.5276038702333522,100000
1,0.16933207902163686,0.14844543702401305,0.5150825270347182,40397
1,0.16933207902163686,0.14844543702401305,0.5276038702333522,40397
3,0.16933207902163686,0.14844543702401305,0.5150825270347182,228877
3,0.16933207902163686,0.14844543702401305,0.5276038702333522,228877
4,0.16933207902163686,0.14844543702401305,0.5150825270347182,51031
4,0.16933207902163686,0.14844543702401305,0.5276038702333522,51031
5,0.16933207902163686,0.14844543702401305,0.5150825270347182,38763
5,0.16933207902163686,0.14844543702401305,0.5276038702333522,38763
6,0.16933207902163686,0.14844543702401305,0.5150825270347182,21051
6,0.16933207902163686,0.14844543702401305,0.5276038702333522,21051
7,0.16933207902163686,0.14844543702401305,0.5150825270347182,170000
7,0.16933207902163686,0.14844543702401305,0.5276038702333522,170000
8,0.16933207902163686,0.14844543702401305,0.5150825270347182,19344
8,0.16933207902163686,0.14844543702401305,0.5276038702333522,19344
0,0.16933207902163686,0.21124419745000486,0.5397457787896034,100000
0,0.16933207902163686,0.21124419745000486,0.5492316448491746,100000
1,0.16933207902163686,0.21124419745000486,0.5397457787896034,45557
1,0.16933207902163686,0.21124419745000486,0.5492316448491746,45557
3,0.16933207902163686,0.21124419745000486,0.5397457787896034,268502
3,0.16933207902163686,0.21124419745000486,0.5492316448491746,268502
4,0.16933207902163686,0.21124419745000486,0.5397457787896034,53703
4,0.16933207902163686,0.21124419745000486,0.5492316448491746,53703
5,0.16933207902163686,0.21124419745000486,0.5397457787896034,36845
5,0.16933207902163686,0.21124419745000486,0.5492316448491746,36845
6,0.16933207902163686,0.21124419745000486,0.5397457787896034,17212
6,0.16933207902163686,0.21124419745000486,0.5492316448491746,17212
7,0.16933207902163686,0.21124419745000486,0.5397457787896034,145662
7,0.16933207902163686,0.21124419745000486,0.5492316448491746,145662
8,0.16933207902163686,0.21124419745000486,0.5397457787896034,22426
8,0.16933207902163686,0.21124419745000486,0.5492316448491746,22426
0,0.16933207902163686,0.16965932379417187,0.49952570669702134,100000
0,0.16933207902163686,0.16965932379417187,0.510529311326124,100000
1,0.16933207902163686,0.16965932379417187,0.49952570669702134,60780
1,0.16933207902163686,0.16965932379417187,0.510529311326124,60780
3,0.16933207902163686,0.16965932379417187,0.49952570669702134,293744
3,0.16933207902163686,0.16965932379417187,0.510529311326124,293744
4,0.16933207902163686,0.16965932379417187,0.49952570669702134,47762
4,0.16933207902163686,0.16965932379417187,0.510529311326124,47762
5,0.16933207902163686,0.16965932379417187,0.49952570669702134,48105
5,0.16933207902163686,0.16965932379417187,0.510529311326124,48105
6,0.16933207902163686,0.16965932379417187,0.49952570669702134,26937
6,0.16933207902163686,0.16965932379417187,0.510529311326124,26937
7,0.16933207902163686,0.16965932379417187,0.49952570669702134,175055
7,0.16933207902163686,0.16965932379417187,0.510529311326124,175055
8,0.16933207902163686,0.16965932379417187,0.49952570669702134,26088
8,0.16933207902163686,0.16965932379417187,0.510529311326124,26088
0,0.16933207902163686,0.1708404440548857,0.4964902295579585,100000
0,0.16933207902163686,0.1708404440548857,0.5177385695313982,100000
1,0.16933207902163686,0.1708404440548857,0.4964902295579585,53702
1,0.16933207902163686,0.1708404440548857,0.5177385695313982,53702
3,0.16933207902163686,0.1708404440548857,0.4964902295579585,238938
3,0.16933207902163686,0.1708404440548857,0.5177385695313982,238938
4,0.16933207902163686,0.1708404440548857,0.4964902295579585,57337
